average(v("/net010" ?result "tran")) X,average(v("/net010" ?result "tran")) Y
-0.019,0.0008764682339271979
-0.0151,0.001220050584900693
-0.0112,0.00178933329274221
-0.0073,0.003552864048067685
-0.0034,0.02569322437350471
0.0005,0.3854178122517829
0.0044,0.9342248485894704
0.0083,0.9985308381504122
0.0122,1.000202509297138
0.0161,1.000208087771098
0.02,1.000213876647841
